Used config:
time:  374.9888000488281
time:  374.7624816894531
time:  375.6390380859375
time:  375.6267395019531
time:  376.5002136230469
time:  375.11883544921875
time:  375.5776062011719
time:  376.3179626464844
time:  374.9652404785156
time:  375.06561279296875
time:  375.8294982910156
time:  375.32568359375
time:  376.3312683105469
time:  375.8755798339844
time:  375.3154602050781
time:  376.5667724609375
time:  375.5970458984375
time:  374.63348388671875
time:  376.5370788574219
time:  375.45062255859375
time:  374.8730773925781
time:  376.1571960449219
time:  375.6093444824219
time:  374.9273681640625
time:  375.67694091796875
time:  375.9554443359375
time:  376.7767028808594
time:  376.3271789550781
time:  377.4617614746094
time:  375.2785949707031
time:  375.0625305175781
time:  376.9374694824219
time:  376.45208740234375
time:  375.17926025390625
time:  376.3988342285156
time:  375.910400390625
time:  375.6871643066406
time:  375.0953063964844
time:  376.07525634765625
time:  375.2437744140625
time:  375.75372314453125
time:  375.647216796875
time:  376.27801513671875
time:  376.3056640625
time:  375.7742004394531
time:  376.28826904296875
time:  376.0312194824219
time:  375.1116943359375
time:  376.8985595703125
time:  376.6384582519531
time:  375.1137390136719
time:  377.2190856933594
time:  376.34356689453125
time:  375.3594970703125
time:  377.1801452636719
time:  375.8520202636719
time:  375.2366027832031
time:  415.67742919921875
time:  375.5540466308594
time:  376.38348388671875
time:  377.32965087890625
time:  374.7369079589844
time:  377.965576171875
time:  376.5780334472656
time:  375.84075927734375
time:  377.32965087890625
time:  375.6871643066406
time:  376.732666015625
time:  377.0163269042969
time:  375.6083068847656
time:  377.59283447265625
time:  375.7568054199219
time:  375.468017578125
time:  378.060791015625
time:  375.4833984375
time:  375.647216796875
time:  377.5805358886719
time:  375.8991394042969
time:  375.88787841796875
time:  377.5887451171875
time:  375.8888854980469
time:  376.19915771484375
time:  377.13714599609375
time:  375.9267883300781
time:  376.4285583496094
time:  376.9333801269531
time:  375.62164306640625
time:  375.9769592285156
time:  376.98663330078125
time:  376.4633483886719
time:  376.764404296875
time:  377.3470764160156
time:  377.0255432128906
time:  376.1510314941406
time:  376.48486328125
time:  377.56005859375
time:  376.853515625
time:  375.7793273925781
time:  377.1903991699219
time:  376.511474609375
time:  375.9185791015625
time:  377.46380615234375
time:  376.2339782714844
time:  375.6820373535156
time:  377.85906982421875
time:  375.52435302734375
time:  375.8796691894531
time:  377.5283203125
time:  376.2165832519531
time:  376.2073669433594
time:  377.7597351074219
time:  375.49774169921875
time:  376.6456298828125
avg. time:  377.03450772693304
Peak memory requirement: 1.8367 GB
TORCH.CUDA.MEMORY_SUMMARY:  |===========================================================================|
|                  PyTorch CUDA memory summary, device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 126749 KiB |   1880 MiB |   8262 GiB |   8262 GiB |
|       from large pool | 111309 KiB |   1867 MiB |   8247 GiB |   8247 GiB |
|       from small pool |  15440 KiB |     21 MiB |     14 GiB |     14 GiB |
|---------------------------------------------------------------------------|
| Active memory         | 126749 KiB |   1880 MiB |   8262 GiB |   8262 GiB |
|       from large pool | 111309 KiB |   1867 MiB |   8247 GiB |   8247 GiB |
|       from small pool |  15440 KiB |     21 MiB |     14 GiB |     14 GiB |
|---------------------------------------------------------------------------|
| Requested memory      | 125802 KiB |   1879 MiB |   8259 GiB |   8259 GiB |
|       from large pool | 110390 KiB |   1865 MiB |   8245 GiB |   8245 GiB |
|       from small pool |  15412 KiB |     21 MiB |     14 GiB |     14 GiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   |   3002 MiB |   3002 MiB |   3002 MiB |      0 B   |
|       from large pool |   2978 MiB |   2978 MiB |   2978 MiB |      0 B   |
|       from small pool |     24 MiB |     24 MiB |     24 MiB |      0 B   |
|---------------------------------------------------------------------------|
| Non-releasable memory |   8419 KiB | 467203 KiB |   2220 GiB |   2220 GiB |
|       from large pool |   5427 KiB | 465367 KiB |   2204 GiB |   2204 GiB |
|       from small pool |   2992 KiB |   8083 KiB |     15 GiB |     15 GiB |
|---------------------------------------------------------------------------|
| Allocations           |     247    |     298    |  237449    |  237202    |
|       from large pool |       5    |      28    |  122042    |  122037    |
|       from small pool |     242    |     293    |  115407    |  115165    |
|---------------------------------------------------------------------------|
| Active allocs         |     247    |     298    |  237449    |  237202    |
|       from large pool |       5    |      28    |  122042    |  122037    |
|       from small pool |     242    |     293    |  115407    |  115165    |
|---------------------------------------------------------------------------|
| GPU reserved segments |      38    |      38    |      38    |       0    |
|       from large pool |      26    |      26    |      26    |       0    |
|       from small pool |      12    |      12    |      12    |       0    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |      21    |      40    |  146891    |  146870    |
|       from large pool |       2    |      21    |  102486    |  102484    |
|       from small pool |      19    |      24    |   44405    |   44386    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|

